CustomerID,Title,FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
15127,,"""Wesley""","""Yang""","""74 Jamie Way""","""Lane Cove""","""New South Wales""","""Australia""","""1597""","""1 (11) 500 555-0188""",2/14/1975,"""Bachelors ""","""Professional""","""M""","""S""",0,2,0,0,129497
11040,,"""Jesse""","""Murphy""","""3350 Kingswood Circle""","""Tacoma""","""Washington""","""United States""","""98403""","""961-555-0176""",8/1/1977,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,0,56248
11041,,"""Amanda""","""Carter""","""5826 Escobar""","""Glendale""","""California""","""United States""","""91203""","""295-555-0145""",10/16/1977,"""Partial College""","""Skilled Manual""","""F""","""M""",1,2,0,0,78170
11042,,"""Megan""","""Sanchez""","""1397 Paraiso Ct.""","""Los Angeles""","""California""","""United States""","""90012""","""404-555-0199""",6/13/1977,"""Partial College""","""Skilled Manual""","""F""","""M""",1,2,0,0,70623
11043,,"""Nathan""","""Simmons""","""1170 Shaw Rd""","""Glendale""","""California""","""United States""","""91203""","""296-555-0181""",2/24/1976,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,0,78150
11044,,"""Adam""","""Flores""","""6935 Candle Dr""","""Hervey Bay""","""Queensland""","""Australia""","""4655""","""1 (11) 500 555-0163""",5/24/1949,"""Partial High School""","""Clerical""","""M""","""M""",1,2,1,2,24007
11045,,"""Leonard""","""Nara""","""7466 La Vista Ave.""","""Matraville""","""New South Wales""","""Australia""","""2036""","""1 (11) 500 555-0151""",5/19/1950,"""High School""","""Skilled Manual""","""M""","""S""",0,2,0,3,51472
11046,,"""Christine""","""Yuan""","""2356 Orange St""","""Lavender Bay""","""New South Wales""","""Australia""","""2060""","""1 (11) 500 555-0113""",3/22/1950,"""High School""","""Skilled Manual""","""F""","""M""",1,2,0,3,50798
11047,,"""Jaclyn""","""Lu""","""2812 Mazatlan""","""Geelong""","""Victoria""","""Australia""","""3220""","""1 (11) 500 555-0137""",2/27/1950,"""High School""","""Skilled Manual""","""F""","""M""",0,2,0,3,42738
11049,,"""Carol""","""Rai""","""6064 Madrid""","""Chula Vista""","""California""","""United States""","""91910""","""654-555-0180""",7/18/1980,"""Partial High School""","""Clerical""","""F""","""S""",1,2,0,0,48422
11050,,"""Alan""","""Zheng""","""2741 Gainborough Dr.""","""Hobart""","""Tasmania""","""Australia""","""7001""","""1 (11) 500 555-0135""",9/7/1951,"""High School""","""Skilled Manual""","""M""","""M""",1,2,0,3,58585
11051,,"""Daniel""","""Johnson""","""8085 Sunnyvale Avenue""","""Caloundra""","""Queensland""","""Australia""","""4551""","""1 (11) 500 555-0155""",8/4/1951,"""High School""","""Skilled Manual""","""M""","""S""",0,2,0,3,45982
11052,,"""Heidi""","""Lopez""","""2514 Via Cordona""","""Matraville""","""New South Wales""","""Australia""","""2036""","""1 (11) 500 555-0168""",8/7/1951,"""Partial College""","""Clerical""","""F""","""S""",0,2,0,2,50790
11053,,"""Ana""","""Price""","""1660 Stonyhill Circle""","""San Diego""","""California""","""United States""","""92102""","""859-555-0113""",8/20/1980,"""Partial College""","""Skilled Manual""","""F""","""M""",0,2,0,0,91599
11054,,"""Deanna""","""Munoz""","""5825 B Way""","""Geelong""","""Victoria""","""Australia""","""3220""","""1 (11) 500 555-0192""",3/10/1952,"""Partial College""","""Skilled Manual""","""F""","""M""",1,2,0,2,50018
11055,,"""Gilbert""","""Raje""","""8811 The Trees Dr.""","""East Brisbane""","""Queensland""","""Australia""","""4169""","""1 (11) 500 555-0129""",3/5/1952,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,2,53459
11056,,"""Michele""","""Nath""","""5464 Janin Pl.""","""Newcastle""","""New South Wales""","""Australia""","""2300""","""1 (11) 500 555-0178""",4/3/1953,"""Partial College""","""Skilled Manual""","""F""","""M""",1,2,0,3,38588
11057,,"""Carl""","""Andersen""","""6930 Lake Nadine Place""","""Lane Cove""","""New South Wales""","""Australia""","""1597""","""1 (11) 500 555-0181""",10/12/1953,"""Graduate Degree""","""Management""","""M""","""M""",1,2,0,2,119540
11058,,"""Marc""","""Diaz""","""6645 Sinaloa""","""Findon""","""South Australia""","""Australia""","""5023""","""1 (11) 500 555-0149""",4/27/1954,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,2,119982
11059,,"""Ashlee""","""Andersen""","""8255 Highland Road""","""Townsville""","""Queensland""","""Australia""","""4810""","""1 (11) 500 555-0112""",4/1/1954,"""Partial College""","""Skilled Manual""","""F""","""S""",1,2,0,2,86953
11060,,"""Jon""","""Zhou""","""6574 Hemlock Ave.""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0174""",3/17/1954,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,2,116368
11061,,"""Todd""","""Gao""","""8808 Geneva Ave""","""Gold Coast""","""Queensland""","""Australia""","""4217""","""1 (11) 500 555-0191""",2/27/1954,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,0,2,110712
11062,,"""Noah""","""Powell""","""9794 Marion Ct""","""Portland""","""Oregon""","""United States""","""97205""","""767-555-0113""",9/2/1975,"""High School""","""Skilled Manual""","""M""","""M""",1,2,0,0,52145
11063,,"""Angela""","""Murphy""","""4927 Virgil Street""","""Redmond""","""Washington""","""United States""","""98052""","""451-555-0162""",4/7/1975,"""High School""","""Skilled Manual""","""F""","""S""",1,2,0,0,49609
11064,,"""Chase""","""Reed""","""2721 Alexander Pl.""","""Downey""","""California""","""United States""","""90241""","""892-555-0184""",12/7/1975,"""High School""","""Skilled Manual""","""M""","""M""",1,2,0,0,58306
11065,,"""Jessica""","""Henderson""","""9343 Ironwood Way""","""La Jolla""","""California""","""United States""","""92806""","""278-555-0186""",10/9/1973,"""Partial College""","""Skilled Manual""","""F""","""M""",0,2,0,0,73388
11066,,"""Grace""","""Butler""","""4739 Garden Ave.""","""Lebanon""","""Oregon""","""United States""","""97355""","""712-555-0141""",11/27/1973,"""Partial College""","""Professional""","""F""","""M""",1,2,0,0,61686
11067,,"""Caleb""","""Carter""","""9563 Pennsylvania Blvd.""","""Port Orchard""","""Washington""","""United States""","""98366""","""944-555-0167""",9/25/1976,"""Partial College""","""Professional""","""M""","""S""",1,2,0,0,96049
11070,,"""Willie""","""Raji""","""6260 Vernal Drive""","""Sunbury""","""Victoria""","""Australia""","""3429""","""1 (11) 500 555-0151""",4/5/1955,"""High School""","""Skilled Manual""","""M""","""M""",1,2,0,2,109883
11071,,"""Linda""","""Serrano""","""9808 Shaw Rd.""","""Hawthorne""","""Queensland""","""Australia""","""4171""","""1 (11) 500 555-0130""",6/26/1955,"""High School""","""Skilled Manual""","""F""","""S""",1,2,0,2,106718
11072,,"""Casey""","""Luo""","""9513 Roslyn Drive""","""St. Leonards""","""New South Wales""","""Australia""","""2065""","""1 (11) 500 555-0125""",2/6/1955,"""High School""","""Skilled Manual""","""F""","""S""",0,2,0,2,97646
11073,,"""Amy""","""Ye""","""2262 Kirkwood Ct.""","""Springwood""","""New South Wales""","""Australia""","""2777""","""1 (11) 500 555-0185""",8/14/1956,"""High School""","""Skilled Manual""","""F""","""S""",1,2,0,2,58916
11074,,"""Levi""","""Arun""","""4661 Bluetail""","""Cloverdale""","""South Australia""","""Australia""","""6105""","""1 (11) 500 555-0127""",8/28/1956,"""High School""","""Skilled Manual""","""M""","""S""",1,2,0,2,93934
11075,,"""Felicia""","""Jimenez""","""786 Eastgate Ave""","""Bendigo""","""Victoria""","""Australia""","""3550""","""1 (11) 500 555-0165""",11/16/1957,"""High School""","""Professional""","""F""","""S""",1,2,0,2,99137
11076,,"""Blake""","""Anderson""","""5436 Clear""","""Wollongong""","""New South Wales""","""Australia""","""2500""","""1 (11) 500 555-0113""",7/13/1957,"""High School""","""Professional""","""M""","""S""",1,2,0,2,112044
11077,,"""Leah""","""Ye""","""1291 Arguello Blvd.""","""Melton""","""Victoria""","""Australia""","""3337""","""1 (11) 500 555-0154""",9/19/1957,"""High School""","""Professional""","""F""","""S""",0,2,0,2,108728
11078,,"""Gina""","""Martin""","""1349 Sol St.""","""Cliffside""","""British Columbia""","""Canada""","""V8Y 1L1""","""196-555-0114""",1/10/1974,"""High School""","""Professional""","""F""","""S""",0,2,0,0,49084
11079,,"""Donald""","""Gonzalez""","""4236 Malibu Place""","""Geelong""","""Victoria""","""Australia""","""3220""","""1 (11) 500 555-0137""",3/11/1959,"""Graduate Degree""","""Management""","""M""","""S""",1,2,0,0,172444
11080,,"""Damien""","""Chander""","""9941 Stonehedge Dr.""","""Perth""","""South Australia""","""Australia""","""6006""","""1 (11) 500 555-0111""",7/17/1959,"""Graduate Degree""","""Management""","""M""","""M""",1,2,0,0,181590
11081,,"""Savannah""","""Baker""","""1210 Trafalgar Circle""","""Concord""","""California""","""United States""","""94519""","""478-555-0117""",7/24/1966,"""Bachelors ""","""Management""","""F""","""M""",1,3,2,2,148109
11082,,"""Angela""","""Butler""","""6040 Listing Ct""","""Fremont""","""California""","""United States""","""94536""","""579-555-0195""",8/4/1966,"""Graduate Degree""","""Management""","""F""","""S""",0,3,1,1,149717
11083,,"""Alyssa""","""Cox""","""867 La Orinda Place""","""Lincoln Acres""","""California""","""United States""","""91950""","""561-555-0140""",3/15/1966,"""Graduate Degree""","""Management""","""F""","""M""",1,3,1,1,163913
11085,,"""Emily""","""Johnson""","""7926 Stephanie Way""","""Newport Beach""","""California""","""United States""","""92625""","""850-555-0184""",7/19/1957,"""High School""","""Professional""","""F""","""S""",0,2,0,2,66900
11086,,"""Ryan""","""Brown""","""2939 Wesley Ct.""","""Santa Monica""","""California""","""United States""","""90401""","""539-555-0198""",12/23/1957,"""Partial College""","""Professional""","""M""","""M""",1,0,1,2,97834
11088,,"""Hunter""","""Davis""","""4308 Sand Pointe Lane""","""San Diego""","""California""","""United States""","""92102""","""612-555-0141""",11/25/1957,"""Bachelors ""","""Management""","""M""","""M""",1,0,1,2,129910
11089,,"""Abigail""","""Price""","""2685 Blackburn Ct""","""Long Beach""","""California""","""United States""","""90802""","""532-555-0117""",2/5/1957,"""Bachelors ""","""Management""","""F""","""S""",1,1,1,2,91729
11090,,"""Trevor""","""Bryant""","""5781 Sharon Dr.""","""Los Angeles""","""California""","""United States""","""90012""","""853-555-0174""",12/17/1957,"""Partial College""","""Professional""","""M""","""S""",1,1,0,2,113883
11091,,"""Dalton""","""Perez""","""6083 San Jose""","""Haney""","""British Columbia""","""Canada""","""V2W 1W2""","""559-555-0115""",4/4/1957,"""Partial College""","""Professional""","""M""","""M""",1,1,0,2,112820
11093,,"""Aimee""","""He""","""1833 Olympic Drive""","""Wollongong""","""New South Wales""","""Australia""","""2500""","""1 (11) 500 555-0161""",9/10/1967,"""Graduate Degree""","""Management""","""F""","""M""",1,0,0,0,106839
11094,,"""Cedric""","""Ma""","""3407 Oak Brook Place""","""Cranbourne""","""Victoria""","""Australia""","""3977""","""1 (11) 500 555-0115""",4/1/1962,"""Partial College""","""Skilled Manual""","""M""","""S""",0,1,0,1,88887
11095,,"""Chad""","""Kumar""","""1681 Lighthouse Way""","""Port Macquarie""","""New South Wales""","""Australia""","""2444""","""1 (11) 500 555-0151""",9/1/1962,"""Partial College""","""Skilled Manual""","""M""","""S""",1,1,0,1,108740
11096,,"""Andrés""","""Anand""","""5423 Los Gatos Ct.""","""North Sydney""","""New South Wales""","""Australia""","""2055""","""1 (11) 500 555-0184""",8/10/1962,"""Bachelors ""","""Professional""","""M""","""M""",1,1,0,1,106971
11097,,"""Edwin""","""Nara""","""719 William Way""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0112""",10/27/1961,"""Partial College""","""Skilled Manual""","""M""","""M""",1,1,0,1,98519
11098,,"""Mallory""","""Rubio""","""6452 Harris Circle""","""Rhodes""","""New South Wales""","""Australia""","""2138""","""1 (11) 500 555-0157""",5/1/1961,"""Partial College""","""Skilled Manual""","""F""","""S""",0,1,0,1,82707
11099,,"""Adam""","""Ross""","""4378 Westminster Place""","""Port Macquarie""","""New South Wales""","""Australia""","""2444""","""1 (11) 500 555-0186""",3/8/1961,"""Bachelors ""","""Professional""","""M""","""M""",1,1,0,1,103866
11100,,"""Latasha""","""Navarro""","""6954 Ranch Road""","""Cloverdale""","""South Australia""","""Australia""","""6105""","""1 (11) 500 555-0123""",9/15/1960,"""Partial College""","""Skilled Manual""","""F""","""S""",1,1,0,1,66520
11101,,"""Abby""","""Sai""","""7074 N. Spoonwood Court""","""Cranbourne""","""Victoria""","""Australia""","""3977""","""1 (11) 500 555-0174""",5/8/1965,"""Bachelors ""","""Professional""","""F""","""S""",0,1,0,0,75270
11102,,"""Julia""","""Nelson""","""2196 Coat Ct.""","""Sydney""","""New South Wales""","""Australia""","""1002""","""1 (11) 500 555-0124""",4/21/1965,"""Bachelors ""","""Professional""","""F""","""S""",1,4,5,5,95167
11103,,"""Cassie""","""Chande""","""9448 San Marino Ct.""","""Darlinghurst""","""New South Wales""","""Australia""","""2010""","""1 (11) 500 555-0166""",10/17/1964,"""Bachelors ""","""Professional""","""F""","""S""",1,1,0,0,85087
11104,,"""Edgar""","""Sara""","""6127 Lilly Lane""","""Gold Coast""","""Queensland""","""Australia""","""4217""","""1 (11) 500 555-0125""",3/11/1964,"""Bachelors ""","""Professional""","""M""","""M""",0,1,0,0,102445
11105,,"""Candace""","""Fernandez""","""5029 Blue Ridge""","""Matraville""","""New South Wales""","""Australia""","""2036""","""1 (11) 500 555-0162""",12/28/1964,"""Bachelors ""","""Professional""","""F""","""S""",0,1,0,0,88445
11106,,"""Jessie""","""Liu""","""3063 Blue Jay Drive""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0163""",9/11/1964,"""Bachelors ""","""Professional""","""M""","""S""",0,1,0,0,97782
11107,,"""Bianca""","""Lin""","""7530 Eola""","""St. Leonards""","""New South Wales""","""Australia""","""2065""","""1 (11) 500 555-0121""",9/9/1959,"""Bachelors ""","""Professional""","""F""","""M""",1,1,0,1,117317
11109,,"""Ruben""","""Kapoor""","""1984 Glendale Circle""","""South Melbourne""","""Victoria""","""Australia""","""3205""","""1 (11) 500 555-0132""",11/5/1963,"""Bachelors ""","""Professional""","""M""","""S""",0,2,0,0,106891
11110,,"""Curtis""","""Yang""","""4052 Mt. Wilson Way""","""Darlinghurst""","""New South Wales""","""Australia""","""2010""","""1 (11) 500 555-0127""",6/6/1962,"""Partial College""","""Skilled Manual""","""M""","""M""",1,1,0,1,77012
11111,,"""Meredith""","""Gutierrez""","""7610 Northridge Ct.""","""Geelong""","""Victoria""","""Australia""","""3220""","""1 (11) 500 555-0179""",2/23/1962,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,62702
11112,,"""Crystal""","""Wang""","""2773 Kirkwood Dr""","""Hervey Bay""","""Queensland""","""Australia""","""4655""","""1 (11) 500 555-0134""",9/9/1962,"""Partial College""","""Skilled Manual""","""F""","""M""",1,1,0,1,73151
11113,,"""Micheal""","""Blanco""","""596 Marfargoa Drive""","""Perth""","""South Australia""","""Australia""","""6006""","""1 (11) 500 555-0131""",2/21/1962,"""Bachelors ""","""Professional""","""M""","""M""",1,2,4,5,104220
16475,,"""Kurt""","""Anand""","""Heiderweg 4983""","""Essen""","""Hamburg""","""Germany""","""45001""","""1 (11) 500 555-0115""",12/13/1973,"""Partial High School""","""Manual""","""M""","""S""",0,2,0,0,18709
11115,,"""Alvin""","""Cai""","""7759 Azalea Avenue""","""St. Leonards""","""New South Wales""","""Australia""","""2065""","""1 (11) 500 555-0191""",2/12/1962,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,4,5,93330
11116,,"""Clinton""","""Carlson""","""7943 Cunha Ct.""","""Sydney""","""New South Wales""","""Australia""","""1002""","""1 (11) 500 555-0184""",10/7/1962,"""Partial College""","""Skilled Manual""","""M""","""M""",1,2,4,5,86770
11117,,"""April""","""Deng""","""485 Ash Lane""","""Matraville""","""New South Wales""","""Australia""","""2036""","""1 (11) 500 555-0182""",2/21/1961,"""Partial College""","""Skilled Manual""","""F""","""M""",1,3,4,5,73276
11119,,"""Evan""","""James""","""4157 Sierra Ridge""","""Port Macquarie""","""New South Wales""","""Australia""","""2444""","""1 (11) 500 555-0187""",4/10/1935,"""Partial College""","""Clerical""","""M""","""S""",0,2,0,2,51078
11120,,"""Beth""","""Jiménez""","""7401 Las Palmas""","""Sydney""","""New South Wales""","""Australia""","""1002""","""1 (11) 500 555-0164""",8/9/1936,"""Bachelors ""","""Management""","""F""","""S""",1,1,0,2,52280
11122,,"""Byron""","""Vazquez""","""3187 Hackamore Lane""","""North Sydney""","""New South Wales""","""Australia""","""2055""","""1 (11) 500 555-0136""",4/2/1960,"""Partial College""","""Skilled Manual""","""M""","""M""",1,3,4,5,88615
11123,,"""Philip""","""Alvarez""","""2775 Mt. Olivet Pl.""","""Sunbury""","""Victoria""","""Australia""","""3429""","""1 (11) 500 555-0191""",6/20/1960,"""Partial College""","""Skilled Manual""","""M""","""M""",1,3,4,5,102114
11124,,"""Ross""","""Jordan""","""6973 Dublin Court""","""Warrnambool""","""Victoria""","""Australia""","""3280""","""1 (11) 500 555-0126""",7/27/1957,"""Partial College""","""Skilled Manual""","""M""","""S""",1,1,0,1,106875
11125,,"""Dana""","""Navarro""","""8481 Zartop Street""","""Seaford""","""Victoria""","""Australia""","""3198""","""1 (11) 500 555-0172""",4/8/1956,"""Partial College""","""Skilled Manual""","""F""","""S""",1,1,0,1,65730
11126,,"""Shaun""","""Carson""","""57 Wolf Way""","""North Ryde""","""New South Wales""","""Australia""","""2113""","""1 (11) 500 555-0155""",4/7/1949,"""High School""","""Skilled Manual""","""M""","""M""",0,2,1,2,32857
11127,,"""Jan""","""Edwards""","""9409 The Alameda""","""San Gabriel""","""California""","""United States""","""91776""","""111-555-0118""",10/21/1975,"""High School""","""Skilled Manual""","""F""","""M""",1,1,0,0,46078
11129,,"""Julia""","""Wright""","""7397 Central Blvd.""","""Sedro Woolley""","""Washington""","""United States""","""98284""","""456-555-0174""",8/5/1975,"""High School""","""Skilled Manual""","""F""","""S""",1,1,0,0,32122
11130,,"""Caroline""","""Russell""","""3884 Bates Court""","""Lebanon""","""Oregon""","""United States""","""97355""","""424-555-0137""",1/6/1980,"""High School""","""Skilled Manual""","""F""","""M""",1,2,0,0,34879
11131,,"""Amanda""","""Rivera""","""9573 Royal Oak Rd.""","""Haney""","""British Columbia""","""Canada""","""V2W 1W2""","""918-555-0126""",3/12/1980,"""High School""","""Skilled Manual""","""F""","""M""",0,2,0,0,39266
11132,,"""Melissa""","""Richardson""","""6832 Fruitwood Dr""","""Langford""","""British Columbia""","""Canada""","""V9""","""928-555-0118""",10/26/1980,"""High School""","""Skilled Manual""","""F""","""S""",0,2,0,0,44139
11133,,"""Angela""","""Griffin""","""3828 Baltic Sea Ct""","""Lake Oswego""","""Oregon""","""United States""","""97034""","""598-555-0174""",9/8/1980,"""Partial High School""","""Clerical""","""F""","""S""",0,2,0,0,37010
11134,,"""Larry""","""Townsend""","""7034 Carson""","""Perth""","""South Australia""","""Australia""","""6006""","""1 (11) 500 555-0130""",2/26/1946,"""High School""","""Skilled Manual""","""M""","""S""",1,2,0,5,26209
11135,,"""Marcus""","""Harris""","""9068 Quiet Place Drive""","""Burlingame""","""California""","""United States""","""94010""","""442-555-0119""",11/3/1979,"""Partial High School""","""Clerical""","""M""","""S""",0,2,0,0,64613
11136,,"""Brianna""","""Morgan""","""9005 Eagle Ct.""","""Metchosin""","""British Columbia""","""Canada""","""V9""","""954-555-0117""",10/26/1978,"""High School""","""Skilled Manual""","""F""","""S""",0,2,0,0,38527
11137,,"""Jasmine""","""Taylor""","""2457 Matterhorn Court""","""Spokane""","""Washington""","""United States""","""99202""","""557-555-0146""",7/20/1978,"""High School""","""Skilled Manual""","""F""","""M""",1,2,0,0,42811
11138,,"""Lauren""","""Davis""","""8105 Pembrook Court""","""Glendale""","""California""","""United States""","""91203""","""832-555-0121""",9/15/1978,"""High School""","""Skilled Manual""","""F""","""M""",0,2,0,0,48772
